Reviews,Sentiment,NormalizedReviews
bura plastic miyaar packing bhi nahi sahi ur roshni bhi nahi sahi,-1,bura plastic miyaar packing bhi nahi sahi ur roshni bhi nahi sahi
miyaar bohat bura,-1,miyaar bohat bura
mayoos bura miyaar,-1,mayus bura miyaar
achi cheez sab ke liya recommended,1,achi cheez sab ke liya recommended
khobsorat hai lakin kaam ka nahi hai du din mein mila ur teesray din kharab hogya mayoos hon mein,-1,khubsurat hy lakin kaam ka nahi hy du din main mila ur teesray din kharab hogya mayus ho main
bohat nayab light sab ko sifarish karta hon,1,bohat nayab light sab ko sifarish krta ho
mein star islia kaam day raha hon kiun ke yeh asal white light nahi day raha,-1,main star islia kaam dain rha ho kiun ke yeh asal white light nahi dain rha
meine ye amazon per bhi dekha aru daraz per bhi iska miyaar bohat acha hai battery life bhi achi hai mein isse cycling karte hua istemaal karta hon,1,meine yeh amazon par bhi dekha aru daraz par bhi iska miyaar bohat acha hy battery life bhi achi hy main isse cycling karte hova istemaal krta ho
lamp saal mein bohat acha hai mein aur order karoon gi,1,lamp saal main bohat acha hy main aur order karoon gi
lamp bohat acha hai yeh bohat achi narm se light deta hai aur kamray mein bhi acha lagta hai,1,lamp bohat acha hy yeh bohat achi narm se light deta hy aur kamra main bhi acha lagta hy
aik side tooti hui thi ur miyaar bhi nahi acha tha,-1,aik side tooti hui thi ur miyaar bhi nahi acha tha
mein isse aur khareedon ga mujhe ye bohat pasand aya hai,1,main isse aur khareedon ga mujhe yeh bohat pasand aya hy
kaam grade plastic ka mawaad cell pehlay se hi swell hua thay aur kaam nahi kar raha thay paisay zaya,-1,kaam grade plastic ka mawaad cell pehlay se hy swell hova thay aur kaam nahi kr rha thay paisay zaya
waisa nahi hai jaisa dikhaya jaraha hai,0,waisa nahi hy jaisa dikhaya jaraha hy
koi uv light nahi sirf aik blue light bohat bura miyaar,-1,koi uv light nahi sirf aik blue light bohat bura miyaar
iss ki qeemat bazaar mein  rupay hain,-1,iss ki qemat bezar main  rupay hy
picture jaisa nahi ur bazaar se zaida qeemat hai,0,picture jaisa nahi ur bezar se zaida qemat hy
waqt per mil gya ur sahi kaam kar raha hai shukria,1,waqt par mil gya ur sahi kaam kr rha hy shukriya
jab mein ne usay haasil kya tu mein ne socha ke yeh wohi hoga lekin yeh kharab tha ur batteries bhi adhi thi,-1,jb main ny usay haasil kya tu main ny socha ke yeh wohi hoga lekin yeh kharab tha ur batteries bhi adhi thi
bulb bilkul asali hai ur light kaafi achi iss ke sath sath iss ki aik saal ki warranty bhi hai,1,bulb bilkul asali hy ur light kaafi achi iss ke sath sath iss ki aik saal ki warranty bhi hy
acha miyaar lakin inhon ne mujhe se har bulb ke tarseel ka paisay liya,1,acha miyaar lakin inhon ny mujhe se har bulb ke tarseel ka paisay liya
yeh bohat acha bulb hai,1,yeh bohat acha bulb hy
bulb bohat sasta aur itni muaser hai ke mein usay  se  ki darja bandi karne ja raha hon kyunkay iss ke kaam ko kisi bhi museebat ke baghair muaser tareeqay se bulb ki qayadat ki roshni taiz raftaar hai aur aap ko bilkul jaldi nahi karta hai ke tor par iss ka kaam muaser tareeqay se karta hai bulb asan hai aur iss ki roshni mein parhnay mein aasani hai battery ka waqt bhi mohazab hai,-1,bulb bohat sasta aur itni muaser hy ke main usay  se  ki darja bandi karne ja rha ho kyunkay iss ke kaam ko kisi bhi museebat ke baghair muaser tariqe se bulb ki qayadat ki roshni taiz raftaar hy aur aap ko bilkul jaldi nahi krta hy ke tor par iss ka kaam muaser tariqe se krta hy bulb asan hy aur iss ki roshni main parhnay main aasani hy battery ka waqt bhi mohazib hy
zikar kardah tamam khususiyaat wahan bulb mein hain aur yeh theek kaam kar rahay hain aur abhi tak mujhe iss ke sath koi masla nahi hai mere liye yeh bohat hi mufeed hai jaisay raton mein bhi der tak parhna parta hai aur yeh kaafi roshan hai lekin aik haqeeqat pasandana pemanay par mein iss ki sharah  hai,1,zikr kardah tamam khususiyaat wahan bulb main hy aur yeh theek kaam kr rha hy aur abi tak mujhe iss ke sath koi masla nahi hy mere liye yeh bohat hy mufeed hy jaisay raton main bhi der tak parhna parta hy aur yeh kaafi roshan hy lekin aik haqeeqat pasandana pemanay par main iss ki sharah  hy
light achi hai lkin handle loose hai,1,light achi hy lkin handle loose hy
yeh masnoaat ghar ki sajawat ke liye aik behtareen cheez hai mein bohat mutmaen hon yeh achi roshni deta hai,1,yeh masnoat ghair ki sajawat ke liye aik behtareen cheez hy main bohat mutmaen ho yeh achi roshni deta hy
thora sa chhota hai  lekin iss ke se pehlay maine koi bulb nahi khareeda tha lekin jab aap usay khoola hain tu yeh bohat aaccha kaam karta hai mein ny kamray ke lights ko band kar diya aur iss bulb ke achi roshni ka mutalea karne ke liye istemaal kya iss mein koi chamak nahi hai aur aap ko ye nahi lagay ga ka aap ki ankhen par dabao hai aap ke pesey ke liye azeem qeemat,1,thora sa chhota hy  lekin iss ke se pehlay maine koi bulb nahi khareeda tha lekin jb aap usay khoola hy tu yeh bohat aaccha kaam krta hy main ny kamra ke lights ko band kr diya aur iss bulb ke achi roshni ka mutalea karne ke liye istemaal kya iss main koi chamak nahi hy aur aap ko yeh nahi lagay ga ka aap ki ankhen par dabao hy aap ke pesey ke liye azeem qemat
meri raye mein iss bulb ki mayar achi thi mujhe wohi cheez mili jis ki tawaqqa hui thi mein bunyadi tor par raat ke douran iss ka istemaal karte hain aur mein ny iss ko mukammal charge se  taq istemaal nahi kya lekin yeh mukammal roshni shiddat ke sath kaam az kaam  ghantay taq rehta hai bohat achchhaa tamirati miyaar bohat mohazab hai aur chairag aasani se adjust kya ja sakta hai lehaza mein aam tor par mutmaen hon aur sab se behtareen cheez qeemat hai jo waqai sasta hai chairag ghanton ke muamlay mein recharge kya ja sakta hai,1,meri raye main iss bulb ki miyaar achi thi mujhe wohi cheez mili jis ki tawaqqa hui thi main bunyadi tor par raat ke douran iss ka istemaal karte hy aur main ny iss ko mukammal charge se  taq istemaal nahi kya lekin yeh mukammal roshni shiddat ke sath kaam az kaam  ghantay taq rehta hy bohat achchhaa tamirati miyaar bohat mohazib hy aur chairag aasani se adjust kya ja sakta hy lehaza main aam tor par mutmaen ho aur sab se behtareen cheez qemat hy jo waqai sasta hy chairag ghanton ke muamlay main recharge kya ja sakta hy
mein waqai iss bulb se mohabbat karta hon kyunkay sab se pehlay qeemat bohat kaam hai aur miyaar kaafi hai mein usay har baar phir istemaal karta hon aur usay apni maiz par rakhta hon jis ki roshni mein iss ki taraf ishara kya jata hai iss se roshni kaafi aur kaam karta hai bohat achi lagti hai tamirati miyaar bhi aaccha hai yeh aasani se jorta hai aur jagah se munasib tor par rehta hai yeh nahi samjhta hai ke aap bhi oonchai nahi letay aur yeh wahan pheink deta hai asan qeemat,1,main waqai iss bulb se mohabbat krta ho kyunkay sab se pehlay qemat bohat kaam hy aur miyaar kaafi hy main usay har baar phr istemaal krta ho aur usay apni maiz par rakhta ho jis ki roshni main iss ki taraf ishara kya jata hy iss se roshni kaafi aur kaam krta hy bohat achi lagti hy tamirati miyaar bhi aaccha hy yeh aasani se jorta hy aur jagah se munasib tor par rehta hy yeh nahi samjhta hy ke aap bhi oonchai nahi letay aur yeh wahan pheink deta hy asan qemat
mujhe iss lamp ka miyaar pasand aya,1,mujhe iss lamp ka miyaar pasand aya
bulb acha hai yeh raat mein aik khobsorat pursukoon roshni deta hai yeh kamray mein khobsorat lag raha hai raat ko achi roshni deta hai achi qeemat ki achi masnoaat,1,bulb acha hy yeh raat main aik khubsurat pursukoon roshni deta hy yeh kamra main khubsurat lag rha hy raat ko achi roshni deta hy achi qemat ki achi masnoat
meri tajweez hai ke bulb bohat khobsorat aur munasib qeemat ka hai,1,meri tajaweez hy ke bulb bohat khubsurat aur munasib qemat ka hy
bulb bohat acha hai iski raat mein roshni aik khobsorat pursukoon roshni hai yeh kamray mein khobsorat lag raha hai raat ko usay achi light deta hai achi qeemat ki achi masnoaat,1,bulb bohat acha hy iski raat main roshni aik khubsurat pursukoon roshni hy yeh kamra main khubsurat lag rha hy raat ko usay achi light deta hy achi qemat ki achi masnoat
yeh bulb bohat acha hai mein aur order karron gah,1,yeh bulb bohat acha hy main aur order karron gah
wire bohat chhota hai ke hum usay kahin bhi nahi laga saktay hain iss qeemat mein aik acha bulb nahi bulb par screws tight nahi hain lehaza yeh hilta rehta hai,1,wire bohat chhota hy ke hum usay kahin bhi nahi laga saktay hy iss qemat main aik acha bulb nahi bulb par screws tight nahi hy lehaza yeh hilta rehta hy
achay miyaar ki cheezain mili shukria daraz,1,achay miyaar ki cheezain mili shukriya daraz
ghar ur bahir ke istamal ke lai acha hai,1,ghair ur bahir ke istemal ke lai acha hy
mein ne sab se bara zarayi plate farmon aur mahireen ki taraf se bhi koshish ki hai lekin nursery ka beej aik choti si mansoobah mein aati hai tu mein khush ho gaya lekin iss ki  saal der se iss ki barhti hui safaid choti phankhorian jaisay kairay ki terhan lekin koi rainbow ghulaab nahi nikala,1,main ny sab se bara zarayi plate farmon aur mahireen ki taraf se bhi koshish ki hy lekin nursery ka beej aik choti se mansoobah main aati hy tu main khush ho gya lekin iss ki  saal der se iss ki barhti hui safaid choti phankhorian jaisay kairay ki terhan lekin koi rainbow ghulaab nahi nikala
mein nai un beejon ko jo mein nai un ko pohanchaya tha iss ki bip tasma di thi aur aaj taq yahan taq ke bartan se niklny wali kisi bhi zindagi ka koi nishana nahi hai mein nai iss par sab kuch istemaal kya hai purolite matti se ziyada ghiza ke liye lekin mein nai koi nataij nahi dekha,1,main nai un beejon ko jo main nai un ko pohanchaya tha iss ki bip tasma di thi aur aaj taq yahan taq ke bartan se niklny wali kisi bhi zindagi ka koi nishana nahi hy main nai iss par sab kuch istemaal kya hy purolite matti se ziyada ghiza ke liye lekin main nai koi nataij nahi dekha
waqt ke andhar mil gyi mein review baad mein likhoon gah,0,waqt ke andhar mil gyi main review baad main likhoon gah
mein cheezain order kein lakin mili nahi mein bohat mayoos hon,-1,main cheezain order kein lakin mili nahi main bohat mayus ho
agar yeh miyaar barqarar rahay tu hamaray help desk se rabita karen ghalat istemaal ki ittila dete hue error aa gaya hai barah meharbani dobarah koshish karen agar yeh error barqarar rahay tu hamaray help desk se rabita karen ghalat istemaal ki ittila dete hue error aa gaya hai yeh plastic ke boat achay aur chhootey hotay hain lehaza woh aasani se jaghon ko tabdeel karne aur tabdeel karne mein bhi asan hain matti ke liye kaamil murakkab ki tayari mushkil tha lekin umeed hai ke mein nai kuch khultay dekh satke hain,1,agar yeh miyaar barqarar rha tu hamaray help desk se rabita karen ghalat istemaal ki ittila dete hui error aa gya hy barah meherbani dobarah koshish karen agar yeh error barqarar rha tu hamaray help desk se rabita karen ghalat istemaal ki ittila dete hui error aa gya hy yeh plastic ke boat achay aur chhootey hotay hy lehaza woh aasani se jaghon ko tabdeel karne aur tabdeel karne main bhi asan hy matti ke liye kaamil murakkab ki tayari mushkil tha lekin umeed hy ke main nai kuch khultay dekh satke hy
mujhe waqai iss terhan ke pots ki miyaar hai jo farokht ki jati hain plastic ki masnoaat ki bazaaron mein kya paish ki jati hai iss se behtar aur qeemat bhi munasib hai,1,mujhe waqai iss terhan ke pots ki miyaar hy jo farokht ki jati hy plastic ki masnoat ki bazaaron main kya paish ki jati hy iss se behtar aur qemat bhi munasib hy
masnoaat ke miyaar acha hai miqdaar aur qeemat mutabqat rakhta hai aur sajawat ke maqsad ke liye yeh waqai bohat acha hai mein iss ki masnoaat ko bohat pasand karta hon,1,masnoat ke miyaar acha hy miqdaar aur qemat mutabqat rakhta hy aur sajawat ke maqsad ke liye yeh waqai bohat acha hy main iss ki masnoat ko bohat pasand krta ho
item ke miyaar ke sath koi masla nahi mein nai iss cheez ko bohat pasand kya aur mein aap ki khidmat se mutmaen hon,1,item ke miyaar ke sath koi masla nahi main nai iss cheez ko bohat pasand kya aur main aap ki khidmat se mutmaen ho
yeh achay ur khobsorat hain,0,yeh achay ur khubsurat hy
bohat khush hon iss ke miyaar ko dekh aur chotay phoolon ke liya theek hai,1,bohat khush ho iss ke miyaar ko dekh aur chotay phoolon ke liya theek hy
ye phoolon ke  pot  mein mila paison ke hisaab se theek hai size bohat munasib hai aur mawaad achi lagti hai majmoi tor par aik acha tajurbah,1,yeh phoolon ke  pot  main mila paison ke hisaab se theek hy size bohat munasib hy aur mawaad achi lagti hy majmoi tor par aik acha tajurba
cheez wohi thi jo likhi hui thi plastic ke miyaar acha hai,1,cheez wohi thi jo likhi hui thi plastic ke miyaar acha hy
iss ke sath meri ifadiyat miyaar ke lehaz se bohat achi hai meri raye mein plastic ka miyaar bohat achi thi iss ki masnoaat ke baray mein sirf aik hi buri baat yeh haqeeqat thi ke mein un ki tawaqqa kar raha tha ke woh thora sa bara nahi tha case lekin baad mein mujhe site par zikar karne se sab pta chal gya,-1,iss ke sath meri ifadiyat miyaar ke lehaz se bohat achi hy meri raye main plastic ka miyaar bohat achi thi iss ki masnoat ke baray main sirf aik hy buri baat yeh haqeeqat thi ke main un ki tawaqqa kr rha tha ke woh thora sa bara nahi tha case lekin baad main mujhe site par zikr karne se sab pta chal gya
shukria gift ke liye,1,shukriya gift ke liye
yeh acha tha tarseel bohat jaldi thi lekin bartan nahi thay jo mein ne tawaqqa ki thi woh kabhi bura nahi thay aur chunkay qeemat kaam thi lehaza mujhe lagta hai ke yeh theek hai,-1,yeh acha tha tarseel bohat jaldi thi lekin bartan nahi thay jo main ny tawaqqa ki thi woh kabhi bura nahi thay aur chunkay qemat kaam thi lehaza mujhe lagta hy ke yeh theek hy
bohat mutmaeen honn baagh ke lia acha hai mein sab ko iski safarish karta hon,1,bohat mutmaeen honn baagh ke lia acha hy main sab ko iski sifarish krta ho
teez pressure spray baagh ur faslon ke liya,0,teez pressure spray baagh ur faslon ke liya
bohat bura aur kharab nikla,-1,bohat bura aur kharab nikla
isse feb  mein order kiya aur abhi tak theek kaam kar raha tha bunyadi tor par baagh ke spray aur machar waghera ke liye ke liye iss ka istemaal karte hue,0,isse feb  main order kya aur abi tak theek kaam kr rha tha bunyadi tor par baagh ke spray aur machar waghera ke liye ke liye iss ka istemaal karte hui
yeh waqai acha tajurbah tha mein aisi masnoaat se khush hon jo nah sirf meri baghbani ki zaroriat ko pura karta hai balkay machar marne ke spray ke liye bhi kaam karta hai,-1,yeh waqai acha tajurba tha main aisi masnoat se khush ho jo ny sirf meri baghbani ki zaroriat ko pura krta hy balkay machar marne ke spray ke liye bhi kaam krta hy
mein toh abhi tak intezaar kar raha hon poodon ka ugne ka,0,main to abi tak intezaar kr rha ho poodon ka ugne ka
shukria iss toofay ka lia  rate hai germination ka inshallah mein aur order karron ga meherbani se bonsai lagain daraz per,-1,shukriya iss tohfay ka lia  rate hy germination ka inshallah main aur order karron ga meherbani se bonsai lagain daraz par
har haalat mein beej bherne ki koshish ki lekin koi cheez kaam na aayi bohat mayoos,1,har haalat main beej bherne ki koshish ki lekin koi cheez kaam ny aayi bohat mayus
koi germination nahi mein ne har cheez ko peat moss pani meethi zameen waghera ki koshish ki hai,0,koi germination nahi main ny har cheez ko peat moss pani meethi zameen waghera ki koshish ki hy
cheez achi hai ab agay dekhte hai iss ka result,1,cheez achi hy ab agay dekhte hy iss ka result
masnoaat acha hai lakin mujhe gardening mein masla araha hai ur kaafi nazukh hai ye,1,masnoat acha hy lakin mujhe gardening main masla araha hy ur kaafi nazukh hy yeh
bohat acha miyaar achi qeemat aur mazboot masnoaat,1,bohat acha miyaar achi qemat aur mazboot masnoat
acha miyaar lakin chorai kaam hai,1,acha miyaar lakin chorai kaam hy
acha mazboot matrial acha rang ur achi qeemat,1,acha mazboot matrial acha rang ur achi qemat
aam packing mein bohat kaam beej aam mirch ka beej lag raha hai buwai ke liye koi hadayat nahi izafi qeemat,0,aam packing main bohat kaam beej aam mirch ka beej lag rha hy buwai ke liye koi hidayat nahi izafi qemat
itna teez nahi hai jitna picture mein hai lkin theek kaam kar raha hai,0,itna teez nahi hy jitna picture main hy lkin theek kaam kr rha hy
bohat acha miyaar achi qeemat aur mazboot masnoaat,1,bohat acha miyaar achi qemat aur mazboot masnoat
porduct ka miyaa bohat bura hai jaisa koi shopping bag ho,-1,porduct ka miyaa bohat bura hy jaisa koi shopping bag ho
pot ka miyaar acha haikafi mazboot hai,1,pot ka miyaar acha haikafi mazboot hy
yeh aakhri baar daraz se khareed raha hai iss pump ne bhi baki masnoaat ki tarhan kaam nahi kya hai aur iss ke nozzle toot gaye hain,-1,yeh aakhri baar daraz se khareed rha hy iss pump ny bhi baki masnoat ki tarhan kaam nahi kya hy aur iss ke nozzle toot gye hy
